,1-Gram,Frequency,2-Gram,Frequency,3-Gram,Frequency
79014,,,"('ask', 'said')",14.0,"('close', 'closing', 'time')",8.0
79015,,,"('said', 'supposed')",6.0,,
79021,,,"('waitress', 'like')",7.0,,
79033,,,,,"('table', 'front', 'us')",6.0
79053,,,,,"('tasted', 'like', 'just')",13.0
79054,,,,,"('like', 'just', 'got')",6.0
79058,,,"('social', 'distancing')",44.0,,
79059,,,,,"('got', 'shrimp', 'tempura')",8.0
79066,,,"('question', 'asked')",15.0,,
79067,,,"('know', 'table')",10.0,,
79071,,,"('10', 'will')",6.0,,
79080,,,"('proceeded', 'argue')",9.0,,
79082,,,"('im', 'busy')",13.0,,
79084,,,"('weve', 'never')",25.0,,
79096,,,,,"('going', 'back', 'im')",8.0
79100,,,"('really', 'hope')",25.0,,
79110,,,"('bad', 'wasnt')",15.0,,
79111,,,"('horrible', 'waited')",15.0,,
79112,,,"('times', 'got')",21.0,,
79114,,,"('roll', 'get')",15.0,,
79130,,,"('order', 'expensive')",9.0,,
79134,,,"('given', '1')",6.0,,
79145,,,"('restaurants', 'never')",7.0,,
79159,,,"('tempura', 'also')",8.0,,
79160,,,"('also', 'bad')",21.0,,
79165,,,"('tried', 'make')",42.0,,
79167,,,"('called', '10')",6.0,,
79175,,,"('immediately', 'put')",7.0,,
79179,,,"('way', 'longer')",9.0,,
79182,,,"('please', 'fix')",6.0,,
79183,,,"('fix', 'issue')",9.0,,
79184,,,,,"('2', 'hours', 'get')",25.0
79185,,,,,"('hours', 'get', 'food')",20.0
79199,,,,,"('didnt', 'get', 'sushi')",9.0
79206,,,"('time', 'see')",10.0,,
79208,,,"('free', 'just')",7.0,,
79213,,,"('sure', 'make')",6.0,,
79227,,,"('real', 'issue')",9.0,,
79231,,,"('sauce', 'said')",16.0,,
79234,,,"('understand', 'food')",11.0,,
79240,,,"('completely', 'understood')",7.0,,
79244,,,"('tasted', 'looked')",10.0,,
79253,,,"('sick', 'later')",10.0,,
79272,,,,,"('service', 'poor', 'quality')",6.0
79280,,,"('youre', 'craving')",10.0,,
79288,,,"('take', 'seriously')",7.0,,
79304,,,"('wrong', 'number')",6.0,,
79313,,,"('inform', 'us')",24.0,,
79314,,,"('us', 'total')",9.0,,
79316,,,"('restaurant', '20')",13.0,,
79318,,,"('phone', 'told')",33.0,,
79319,,,"('us', 'shortly')",9.0,,
79321,,,"('waited', 'additional')",15.0,,
79322,,,"('additional', '15')",9.0,,
79332,,,"('pay', 'price')",10.0,,
79333,,,"('price', 'two')",8.0,,
79338,,,"('experience', 'ruined')",12.0,,
79344,,,"('many', 'friends')",16.0,,
79346,,,"('home', 'find')",14.0,,
79352,,,"('literally', 'running')",7.0,,
79354,,,"('told', 'sorry')",17.0,,
79356,,,"('friends', 'dont')",8.0,,
79357,,,"('back', 'either')",9.0,,
79363,,,"('reviews', 'ordered')",21.0,,
79376,,,"('take', 'picture')",12.0,,
79380,,,,,"('go', 'back', 'even')",11.0
79381,,,"('smallest', 'amount')",9.0,,
79382,,,"('amount', 'chicken')",6.0,,
79391,,,"('well', 'one')",18.0,,
79393,,,"('looks', 'nothing')",6.0,,
79420,,,"('first', 'good')",9.0,,
79432,,,"('seemed', 'though')",9.0,,
79433,,,"('though', 'didnt')",21.0,,
79434,,,"('want', 'ask')",7.0,,
79435,,,"('sushi', 'brought')",16.0,,
79440,,,"('separate', 'times')",12.0,,
79446,,,"('roll', 'missing')",16.0,,
79452,,,"('eating', 'server')",6.0,,
79459,,,,,"('meal', 'never', 'came')",7.0
79460,,,,,"('never', 'came', 'asked')",8.0
79462,,,"('us', 'cooked')",6.0,,
79470,,,"('100', 'meal')",9.0,,
79471,,,"('meal', 'hibachi')",6.0,,
79472,,,"('restaurant', 'expect')",8.0,,
79479,,,"('restaurants', 'ordered')",6.0,,
79480,,,"('sushi', 'person')",15.0,,
79481,,,"('person', 'brought')",7.0,,
79486,,,"('number', 'asked')",6.0,,
79491,,,"('feel', 'safe')",11.0,,
79497,,,"('point', 'even')",8.0,,
79508,,,"('rolls', 'rolled')",7.0,,
79514,,,"('worth', 'anymore')",6.0,,
79517,,,"('sushi', 'ninja')",12.0,,
79528,,,"('unfortunately', 'restaurant')",9.0,,
79529,,,"('restaurant', 'zero')",7.0,,
79535,,,,,"('waiter', 'nowhere', 'found')",8.0
79540,,,"('prices', 'expensive')",7.0,,
79544,,,"('soup', 'taste')",22.0,,
79551,,,,,"('just', 'cancel', 'order')",12.0
79556,,,"('pork', 'egg')",7.0,,
79561,,,"('opened', 'container')",8.0,,
79572,,,,,"('back', 'tells', 'us')",7.0
79573,,,"('well', 'couldnt')",7.0,,
79577,,,,,"('asked', 'wanted', 'another')",15.0
79583,,,"('offer', 'refund')",12.0,,
79586,,,,,"('30', 'minutes', 'waiting')",24.0
79590,,,"('horrible', 'people')",7.0,,
79591,,,"('people', 'seem')",7.0,,
79636,,,"('also', 'bland')",9.0,,
79637,,,"('bland', 'much')",7.0,,
79652,,,"('sushi', 'wait')",9.0,,
79664,,,,,"('tasted', 'like', 'something')",14.0
79673,,,"('ever', 'ask')",8.0,,
79675,,,"('came', 'several')",8.0,,
79683,,,"('came', 'well')",16.0,,
79686,,,"('eat', 'salad')",8.0,,
79695,,,"('go', 'always')",10.0,,
79702,,,"('cashier', 'said')",7.0,,
79705,,,"('since', 'dinner')",7.0,,
79716,,,"('delicious', 'rolls')",6.0,"('food', 'pretty', 'much')",8.0
79730,,,"('kids', 'just')",6.0,,
79731,,,"('drive', 'place')",10.0,,
79732,,,"('order', 'waiting')",37.0,,
79739,,,"('told', 'told')",8.0,,
79740,,,,,"('doesnt', 'make', 'sense')",18.0
79746,,,"('answering', 'phones')",8.0,,
79750,,,"('eat', 'always')",8.0,,
79768,,,"('cant', 'order')",21.0,"('place', 'used', 'good')",31.0
79772,,,,,"('ordered', 'general', 'tsos')",8.0
79773,,,"('ok', 'lets')",7.0,,
79778,,,"('young', 'server')",6.0,,
79782,,,"('bothered', 'come')",7.0,,
79795,,,,,"('pad', 'thai', 'noodles')",12.0
79799,,,"('rolls', '50')",6.0,,
79805,,,"('price', 'roll')",6.0,,
79816,,,"('absolute', 'trash')",6.0,,
79819,,,"('restaurant', 'long')",16.0,,
79822,,,"('kept', 'forgetting')",22.0,,
79824,,,"('orders', 'constantly')",6.0,,
79851,,,"('like', 'trash')",13.0,,
79856,,,"('done', 'better')",9.0,,
79861,,,"('tuna', 'cucumber')",10.0,,
79862,,,"('roll', 'pieces')",10.0,,
79868,,,,,"('minutes', 'placing', 'order')",11.0
79874,,,"('eat', 'meat')",13.0,,
79878,,,"('roll', 'looks')",6.0,,
79879,,,"('looks', 'good')",11.0,,
79880,,,"('good', 'menu')",14.0,,
79881,,,"('menu', 'roll')",6.0,,
79886,,,"('rolls', 'volcano')",6.0,,
79907,,,"('like', 'typical')",7.0,,
79908,,,"('typical', 'sushi')",8.0,,
79914,,,"('vic', 'sushi')",10.0,,
79915,,,"('bar', 'instead')",13.0,,
79930,,,"('jasmine', 'rice')",8.0,,
79936,,,"('horrible', 'got')",11.0,"('wouldnt', 'go', 'back')",36.0
79937,,,"('take', 'got')",14.0,,
79938,,,"('roll', 'like')",31.0,,
79942,,,"('much', 'anything')",8.0,,
79944,,,"('upset', 'went')",6.0,,
79950,,,"('leave', 'due')",6.0,,
79960,,,"('need', 'put')",12.0,,
79963,,,"('piece', 'sashimi')",10.0,,
79965,,,"('maybe', '2')",20.0,,
79966,,,"('2', 'ounces')",6.0,,
79986,,,,,"('id', 'rather', 'eat')",18.0
79994,,,"('restaurant', 'including')",6.0,,
80000,,,"('disappointed', 'understatement')",7.0,,
80006,,,,,"('service', 'extremely', 'poor')",7.0
80017,,,"('expecting', 'much')",17.0,,
80022,,,"('hang', 'phone')",6.0,,
80029,,,"('ordered', 'actually')",7.0,,
80037,,,"('night', 'waited')",12.0,,
80038,,,"('waited', '25')",27.0,,
80039,,,"('mins', 'finally')",9.0,,
80049,,,"('hour', 'since')",13.0,,
80052,,,"('another', '2030')",8.0,,
80053,,,"('2030', 'mins')",6.0,,
80057,,,"('wanted', 'love')",32.0,,
80058,,,"('place', 'eating')",6.0,,
80063,,,"('order', 'bad')",12.0,,
80069,,,"('restaurant', 'great')",23.0,,
80071,,,"('wanted', 'make')",26.0,,
80074,,,"('left', 'review')",8.0,,
80079,,,,,"('quality', 'sushi', 'place')",8.0
80080,,,,,"('sushi', 'place', 'better')",6.0
80085,,,"('greeted', 'seated')",15.0,,
80101,,,"('get', 'dessert')",15.0,,
80102,,,,,"('used', 'go', 'place')",16.0
80107,,,"('also', 'wait')",7.0,,
80126,,,"('vegetarian', 'options')",8.0,,
80135,,,"('sushi', 'wrapped')",9.0,,
80146,,,"('rice', 'taste')",17.0,,
80168,,,,,"('first', 'time', 'customer')",8.0
80170,,,"('food', 'consistently')",6.0,,
80180,,,"('warned', 'us')",8.0,,
80182,,,"('week', 'service')",8.0,,
80202,,,"('food', 'appetizers')",11.0,,
80203,,,"('appetizers', 'took')",17.0,,
80204,,,"('hours', 'receive')",9.0,,
80206,,,"('tables', 'left')",16.0,,
80211,,,"('evening', 'restaurant')",10.0,"('sushi', 'roll', 'came')",10.0
80212,,,"('completely', 'ruined')",19.0,,
80221,,,"('street', 'better')",6.0,,
80226,,,"('ahead', 'make')",10.0,,
80228,,,"('inside', 'dining')",8.0,,
80232,,,"('drive', 'thru')",19.0,,
80241,,,"('great', 'always')",6.0,,
80244,,,"('arrived', '730')",6.0,,
80248,,,"('told', 'host')",12.0,,
80254,,,"('available', 'asked')",7.0,,
80255,,,"('else', 'asked')",17.0,,
80256,,,"('asked', 'close')",7.0,,
80260,,,"('can', 'wait')",21.0,,
80264,,,"('said', 'doesnt')",16.0,,
80265,,,"('care', 'said')",9.0,,
80266,,,"('said', 'whatever')",7.0,,
80268,,,"('party', 'left')",8.0,,
80274,,,"('dont', 'show')",15.0,,
80277,,,"('close', 'will')",6.0,,
80279,,,"('rude', 'even')",25.0,,
80282,,,"('know', 'everyone')",8.0,,
80287,,,"('poke', 'bowls')",16.0,,
80295,,,"('horrible', 'rice')",8.0,,
80296,,,"('dry', 'hard')",25.0,,
80297,,,,,"('offered', 'us', 'free')",6.0
80304,,,"('nope', 'just')",11.0,,
80305,,,"('salmon', 'salmon')",11.0,,
80308,,,"('tuna', 'bad')",7.0,,
80316,,,"('food', 'hadnt')",12.0,,
80320,,,"('ordered', 'usual')",17.0,,
80343,,,"('poisoning', 'eating')",22.0,,
80352,,,"('food', 'previous')",8.0,,
80358,,,"('told', 'longer')",15.0,,
80363,,,"('ever', 'ordered')",62.0,,
80377,,,"('sauce', 'bowl')",10.0,,
80379,,,"('good', 'really')",17.0,,
80388,,,"('last', 'half')",6.0,,
80390,,,"('see', 'long')",17.0,,
80392,,,"('without', 'reservation')",17.0,"('time', 'ever', 'go')",8.0
80393,,,,,"('ever', 'go', 'place')",7.0
80394,,,"('phone', 'dont')",7.0,,
80395,,,,,"('place', 'gone', 'downhill')",31.0
80396,,,,,"('gone', 'downhill', 'last')",6.0
80403,,,"('cant', 'review')",14.0,,
80404,,,"('place', 'actually')",11.0,,
80407,,,"('try', 'came')",6.0,,
80408,,,"('came', '5')",16.0,,
80415,,,"('kids', 'us')",9.0,,
80416,,,"('us', 'saw')",10.0,,
80418,,,,,"('bar', '10', 'minutes')",8.0
80419,,,"('people', 'leaving')",8.0,,
80422,,,"('us', 'sure')",8.0,,
80425,,,"('tables', 'got')",16.0,,
80432,,,"('table', 'really')",12.0,,
80435,,,"('kids', 'hungry')",7.0,,
80445,,,,,"('worst', 'sushi', 'town')",6.0
80446,,,"('sure', 'ill')",14.0,,
80453,,,"('food', 'nice')",19.0,,
80465,,,"('right', 'past')",10.0,,
80472,,,"('waitedand', 'waited')",7.0,,
80491,,,"('forever', 'bring')",14.0,,
80493,,,"('bar', 'drink')",13.0,,
80506,,,,,"('service', 'ever', 'waited')",7.0
80518,,,"('staff', 'said')",17.0,,
80522,,,"('ill', 'find')",12.0,,
80526,,,,,"('food', 'good', 'worth')",16.0
80531,,,"('serve', 'raw')",8.0,,
80537,,,"('less', '20')",6.0,,
80538,,,"('20', 'seconds')",8.0,,
80540,,,"('clearly', 'fresh')",15.0,,
80551,,,"('came', 'couple')",13.0,,
80552,,,"('couple', 'minutes')",48.0,,
80555,,,"('still', 'want')",26.0,,
80559,,,,,"('sushi', 'tastes', 'like')",18.0
80560,,,"('bathroom', 'dirty')",10.0,,
80567,,,"('talk', 'owner')",16.0,,
80570,,,"('rude', 'tried')",8.0,,
80571,,,"('tried', 'explain')",36.0,,
80578,,,,,"('food', 'service', 'great')",9.0
80588,,,"('calling', 'health')",8.0,,
80589,,,,,"('get', 'food', 'us')",6.0
80594,,,"('long', 'drive')",8.0,,
80597,,,"('reservation', '730')",9.0,,
80601,,,"('parties', 'arrived')",8.0,,
80602,,,,,"('order', 'gave', 'us')",9.0
80603,,,,,"('gave', 'us', 'water')",6.0
80606,,,"('people', 'waited')",11.0,,
80607,,,,,"('30', 'minutes', 'passed')",9.0
80608,,,"('owner', 'extremely')",9.0,,
80611,,,"('outside', 'cold')",9.0,,
80613,,,"('leave', 'will')",11.0,,
80615,,,"('need', 'update')",8.0,,
80625,,,"('seriously', 'place')",8.0,,
80628,,,,,"('still', 'havent', 'gotten')",6.0
80630,,,"('bad', 'atmosphere')",8.0,,
80637,,,"('also', 'poor')",6.0,,
80640,,,"('anyone', 'even')",26.0,,
80651,,,"('main', 'dining')",8.0,,
80652,,,"('area', 'seated')",8.0,,
80658,,,"('rice', 'menu')",6.0,,
80663,,,"('used', 'groupon')",8.0,,
80670,,,"('according', 'menu')",8.0,,
80680,,,,,"('ordered', 'can', 'eat')",54.0
80681,,,"('grand', 'opening')",14.0,,
80685,,,,,"('good', 'luck', 'getting')",10.0
80688,,,"('meal', 'chicken')",8.0,,
80700,,,"('bland', 'sauce')",17.0,,
80701,,,"('tasted', 'nothing')",26.0,,
80702,,,"('came', 'barely')",6.0,,
80706,,,"('may', 'just')",9.0,,
80721,,,"('disappointed', 'meal')",12.0,,
80730,,,"('seated', 'almost')",10.0,,
80731,,,"('hour', 'chef')",9.0,,
80732,,,"('came', 'nice')",6.0,,
80733,,,"('nice', 'obviously')",6.0,,
80743,,,,,"('waiting', 'someone', 'come')",7.0
80745,,,,,"('come', 'take', 'order')",25.0
80750,,,"('free', 'edamame')",7.0,,
80754,,,"('point', 'ive')",6.0,,
80757,,,"('poorly', 'prepared')",27.0,,
80762,,,"('730', 'reservation')",16.0,,
80768,,,"('wait', 'well')",8.0,,
80769,,,"('well', 'hour')",20.0,,
80774,,,"('hostess', 'showed')",6.0,,
80778,,,"('got', 'apology')",8.0,,
80790,,,"('didnt', 'enough')",24.0,,
80794,,,"('whole', 'point')",6.0,,
80802,,,"('still', 'couldnt')",8.0,,
80807,,,,,"('excited', 'try', 'sushi')",10.0
80809,,,,,"('sushi', 'will', 'never')",13.0
80821,,,"('rarely', 'give')",9.0,,
80830,,,"('first', 'want')",9.0,,
80836,,,"('went', 'high')",8.0,,
80845,,,"('since', 'new')",25.0,,
80849,,,"('guy', 'said')",18.0,,
80865,,,"('soba', 'noodles')",15.0,,
80880,,,"('everything', 'overpriced')",8.0,,
80892,,,,,"('15', 'minutes', 'walked')",6.0
80896,,,"('restaurants', 'city')",9.0,,
80897,,,,,"('sushi', 'sushi', 'bar')",7.0
80905,,,"('looking', 'another')",8.0,"('get', 'someones', 'attention')",12.0
80906,,,"('eat', 'decided')",13.0,,
80916,,,"('like', 'care')",18.0,,
80924,,,"('3045', 'minutes')",9.0,,
80935,,,"('take', 'extra')",8.0,,
80941,,,,,"('disappointed', 'wont', 'back')",8.0
80965,,,,,"('food', 'sub', 'par')",33.0
80968,,,,,"('first', 'time', 'going')",12.0
80972,,,,,"('back', 'terrible', 'experience')",7.0
80977,,,"('ive', 'good')",6.0,,
80978,,,"('food', 'many')",17.0,,
80979,,,"('times', 'life')",9.0,,
80981,,,"('flavors', 'just')",7.0,,
80982,,,"('right', 'first')",12.0,,
80986,,,"('beginning', 'meal')",8.0,,
80992,,,"('im', 'fairly')",7.0,,
81013,,,"('roll', 'hot')",6.0,,
81014,,,"('hot', 'rice')",12.0,,
81040,,,"('top', 'just')",6.0,,
81042,,,"('plates', 'utensils')",9.0,,
81060,,,,,"('coming', 'back', 'dont')",15.0
81075,,,"('onto', 'food')",6.0,,
81080,,,"('another', 'japanese')",9.0,,
81086,,,"('try', 'dont')",6.0,,
81087,,,"('live', 'area')",15.0,,
81092,,,"('pineapple', 'fried')",38.0,,
81094,,,,,"('half', 'empty', 'restaurant')",7.0
81101,,,"('food', 'definitely')",46.0,,
81102,,,"('price', 'charged')",9.0,,
81104,,,"('couple', 'bites')",25.0,,
81105,,,"('bites', 'couldnt')",7.0,,
81106,,,"('couldnt', 'stomach')",15.0,,
81119,,,,,"('high', 'end', 'restaurant')",6.0
81122,,,"('can', 'usually')",8.0,,
81125,,,"('like', 'hot')",15.0,,
81129,,,"('peas', 'carrots')",9.0,,
81144,,,"('really', 'made')",16.0,,
81145,,,"('made', 'place')",16.0,,
81148,,,,,"('get', 'can', 'eat')",18.0
81150,,,"('server', 'seemed')",36.0,,
81153,,,"('spoke', 'us')",26.0,,
81158,,,"('bigger', 'tip')",7.0,,
81163,,,"('tip', '15')",14.0,,
81176,,,"('wanton', 'soup')",7.0,,
81178,,,"('thai', 'chicken')",22.0,,
81203,,,"('us', 'feeling')",11.0,,
81210,,,,,"('called', 'togo', 'order')",6.0
81230,,,"('owners', 'need')",6.0,,
81231,,,"('need', 'step')",13.0,,
81233,,,"('get', 'staff')",9.0,,
81234,,,"('staff', 'make')",13.0,,
81238,,,"('disappointing', 'first')",15.0,,
81240,,,"('drink', 'soda')",6.0,,
81254,,,"('3', 'cups')",8.0,,
81256,,,"('full', 'can')",6.0,,
81257,,,"('can', 'soda')",10.0,,
81265,,,"('got', 'pork')",6.0,,
81267,,,"('flavor', 'broth')",10.0,,
81268,,,,,"('seated', 'hibachi', 'table')",9.0
81280,,,"('seemed', 'get')",8.0,,
81281,,,"('get', 'little')",17.0,,
81284,,,"('asking', 'questions')",17.0,,
81287,,,"('overpriced', 'good')",10.0,,
81295,,,"('ive', 'place')",13.0,,
81304,,,"('rice', 'fried')",23.0,,
81305,,,"('chicken', 'lo')",15.0,,
81308,,,"('food', 'kinda')",7.0,,
81327,,,,,"('12', 'year', 'old')",10.0
81332,,,"('think', 'one')",11.0,,
81338,,,"('dishes', 'away')",6.0,,
81348,,,"('bean', 'sprouts')",33.0,,
81353,,,"('employees', 'working')",8.0,,
81360,,,"('keeps', 'getting')",11.0,,
81361,,,"('worse', 'every')",8.0,,
81363,,,"('go', 'bathroom')",21.0,,
81366,,,"('left', 'open')",6.0,,
81372,,,"('wasnt', 'like')",21.0,,
81398,,,"('drink', 'asked')",17.0,,
81410,,,"('doesnt', 'understand')",10.0,,
81422,,,"('probably', 'going')",9.0,,
81441,,,,,"('never', 'come', 'place')",6.0
81442,,,"('will', 'close')",10.0,,
81447,,,"('place', 'mediocre')",13.0,,
81450,,,"('called', 'twice')",15.0,,
81483,,,,,"('sushi', 'okay', 'nothing')",6.0
81486,,,"('worth', 'mentioning')",9.0,,
81490,,,"('freezer', 'burnt')",13.0,,
81491,,,"('burnt', 'chicken')",8.0,,
81513,,,,,"('waited', '45', 'mins')",10.0
81519,,,"('servers', 'nice')",20.0,,
81528,,,"('else', 'say')",7.0,,
81551,,,"('even', 'time')",9.0,,
81552,,,"('time', 'finish')",7.0,,
81557,,,"('went', 'evening')",8.0,,
81562,,,"('chef', 'says')",6.0,,
81565,,,"('monday', 'friday')",6.0,,
81571,,,"('manager', 'says')",14.0,,
81587,,,"('around', '1pm')",8.0,,
81589,,,"('4', '6')",6.0,,
81593,,,"('plenty', 'open')",11.0,,
81595,,,"('tables', 'dining')",9.0,,
81596,,,"('tables', 'took')",11.0,,
81597,,,"('waiting', 'lobby')",6.0,,
81600,,,"('finally', 'greeted')",8.0,,
81601,,,"('get', 'greeted')",11.0,,
81609,,,"('kids', 'ordered')",14.0,,
81612,,,"('table', 'done')",11.0,,
81620,,,"('minutes', 'cook')",10.0,,
81636,,,"('someone', 'please')",6.0,,
81671,,,"('karaoke', 'room')",16.0,,
81673,,,,,"('last', 'night', 'called')",6.0
81678,,,"('lost', 'reservation')",6.0,,
81681,,,"('able', 'accommodate')",7.0,,
81682,,,"('pretty', 'quickly')",30.0,,
81692,,,"('people', 'people')",10.0,,
81698,,,"('better', 'luck')",14.0,,
81702,,,"('hostess', 'never')",10.0,,
81703,,,,,"('minutes', 'one', 'even')",9.0
81709,,,"('back', 'hibachi')",6.0,,
81717,,,,,"('way', 'better', 'sushi')",14.0
81719,,,"('three', 'couples')",6.0,,
81724,,,"('kind', 'business')",16.0,,
81728,,,"('restaurant', 'takes')",11.0,,
81744,,,"('know', 'take')",15.0,,
81749,,,"('got', 'pad')",15.0,,
81751,,,,,"('never', 'came', 'finally')",7.0
81771,,,"('get', 'discount')",10.0,,
81773,,,"('check', 'yelp')",9.0,,
81774,,,"('yelp', 'first')",11.0,,
81776,,,"('actually', 'thought')",8.0,,
81777,,,"('best', 'reno')",6.0,,
81780,,,"('bar', 'first')",17.0,,
81782,,,"('everything', 'seemed')",16.0,,
81783,,,"('seemed', 'going')",6.0,,
81784,,,"('good', 'chef')",12.0,,
81785,,,"('chef', 'good')",10.0,,
81787,,,"('quick', 'food')",7.0,,
81797,,,"('one', 'decided')",8.0,"('rude', 'will', 'never')",15.0
81803,,,"('threw', 'us')",7.0,,
81809,,,,,"('4', 'tables', 'occupied')",8.0
81810,,,"('nerve', 'ask')",14.0,,
81824,,,"('like', 'even')",15.0,,
81825,,,"('one', 'thats')",8.0,,
81828,,,"('dont', 'matter')",8.0,,
81829,,,"('got', 'upset')",20.0,"('called', 'place', 'order')",19.0
81833,,,"('fishy', 'gross')",6.0,,
81834,,,,,"('one', 'sushi', 'rolls')",19.0
81839,,,"('food', 'serve')",24.0,,
81842,,,"('obviously', 'wasnt')",8.0,,
81848,,,"('asked', 'stop')",11.0,,
81849,,,"('stop', 'eating')",19.0,,
81850,,,"('eating', 'can')",16.0,"('20', 'minutes', 'still')",10.0
81859,,,"('anything', 'waiter')",8.0,,
81863,,,"('menu', 'however')",7.0,,
81864,,,"('however', 'dont')",9.0,,
81874,,,"('nice', 'helpful')",12.0,,
81879,,,"('served', 'bad')",8.0,,
81884,,,"('continue', 'eat')",6.0,,
81888,,,"('happened', 'will')",8.0,,
81890,,,"('will', 'sure')",20.0,,
81906,,,"('night', 'even')",18.0,,
81909,,,"('extra', '15')",9.0,,
81914,,,,,"('couple', 'years', 'ago')",22.0
81916,,,"('orders', 'another')",8.0,,
81917,,,"('wait', 'drinks')",8.0,,
81925,,,"('wait', 'chef')",7.0,,
81926,,,"('chef', 'come')",19.0,,
81927,,,"('table', 'make')",12.0,,
81936,,,"('got', 'lost')",13.0,,
81938,,,"('place', 'less')",8.0,,
81942,,,"('time', 'boyfriend')",10.0,,
81943,,,"('boyfriend', 'decided')",18.0,,
81944,,,"('decided', 'wanted')",19.0,,
81945,,,"('sushi', 'thought')",23.0,,
81956,,,"('went', 'buffet')",10.0,,
81957,,,"('buffet', 'sushi')",16.0,,
81961,,,"('however', 'two')",7.0,,
81962,,,"('pieces', 'started')",6.0,,
81966,,,"('get', 'hot')",10.0,,
81971,,,,,"('said', 'next', 'time')",9.0
81972,,,,,"('next', 'time', 'dont')",11.0
81975,,,"('however', 'quality')",7.0,,
81980,,,"('know', 'asian')",7.0,,
81993,,,"('eating', 'piece')",7.0,,
82003,,,"('asking', 'speak')",8.0,,
82005,,,"('said', 'one')",38.0,,
82007,,,,,"('horrible', 'food', 'horrible')",10.0
82008,,,,,"('horrible', 'service', 'terrible')",7.0
82009,,,"('eaten', 'pieces')",7.0,,
82011,,,"('happy', 'pay')",8.0,"('called', 'make', 'reservation')",15.0
82014,,,"('food', 'almost')",32.0,,
82016,,,"('like', 'literally')",7.0,,
82020,,,"('away', 'came')",21.0,,
82032,,,"('front', 'another')",6.0,,
82034,,,"('im', 'quite')",11.0,,
82037,,,"('really', 'one')",9.0,,
82077,,,"('sat', 'car')",6.0,,
82079,,,"('minutes', 'paid')",6.0,,
82081,,,"('dont', 'answer')",8.0,,
82083,,,"('love', 'god')",11.0,,
82096,,,"('said', 'done')",13.0,,
82102,,,"('wasnt', 'fully')",9.0,,
82103,,,"('restaurant', 'bad')",23.0,,
82142,,,"('owner', 'made')",8.0,,
82144,,,"('website', 'says')",25.0,,
82177,,,"('old', 'owners')",9.0,,
82194,,,"('shame', 'shame')",6.0,,
82195,,,"('shame', 'will')",8.0,,
82196,,,,,"('wont', 'back', 'recommend')",6.0
82202,,,,,"('sushi', 'rolls', 'tasted')",7.0
82207,,,"('way', 'customers')",9.0,,
82209,,,"('bad', 'poor')",7.0,,
82213,,,"('management', 'will')",12.0,,
82217,,,"('trying', 'take')",14.0,,
82226,,,"('star', 'reviews')",50.0,,
82239,,,,,"('food', 'took', 'hour')",23.0
82253,,,"('vegetable', 'hibachi')",6.0,,
82256,,,"('place', 'told')",8.0,,
82257,,,"('manager', 'food')",14.0,,
82265,,,"('bunch', 'times')",6.0,,
82266,,,"('times', 'enjoyed')",8.0,,
82267,,,"('enjoyed', 'experience')",7.0,,
82268,,,"('rolls', 'shrimp')",15.0,,
82269,,,"('shrimp', 'raw')",6.0,,
82273,,,"('card', 'told')",17.0,,
82274,,,"('told', 'bring')",12.0,,
82281,,,"('promptly', 'told')",10.0,,
82286,,,"('food', 'inedible')",19.0,,
82289,,,"('proceeded', 'say')",11.0,,
82290,,,"('say', 'ordered')",7.0,,
82291,,,"('sushi', 'supposed')",19.0,,
82301,,,"('said', 'shrimp')",7.0,,
82307,,,"('see', 'will')",6.0,,
82311,,,"('remember', 'ordered')",7.0,,
82312,,,"('ordered', 'ask')",9.0,,
82313,,,"('ask', 'many')",6.0,,
82321,,,"('wait', 'forever')",20.0,,
82335,,,"('gnats', 'flying')",7.0,,
82337,,,"('plates', 'looked')",7.0,,
82350,,,"('within', 'last')",13.0,,
82351,,,"('last', 'month')",14.0,,
82367,,,"('order', 'three')",17.0,,
82372,,,,,"('everything', 'went', 'downhill')",8.0
82386,,,"('busy', 'enough')",7.0,,
82392,,,"('well', 'pay')",7.0,,
82396,,,"('back', 'office')",16.0,,
82402,,,"('order', 'literally')",10.0,,
82421,,,"('say', 'nothing')",11.0,,
82424,,,,,"('like', 'will', 'never')",6.0
82427,,,"('manager', 'apologize')",8.0,,
82430,,,"('asked', 'correct')",10.0,,
82437,,,"('mistake', 'order')",6.0,,
82439,,,"('another', 'large')",9.0,,
82440,,,"('large', 'order')",22.0,,
82451,,,"('twice', 'get')",7.0,,
82453,,,"('missing', 'part')",6.0,,
82460,,,"('want', 'speak')",9.0,,
82474,,,"('speaks', 'volumes')",6.0,,
82479,,,"('customers', 'give')",8.0,,
82483,,,"('nothing', 'customer')",8.0,,
82489,,,"('customers', 'make')",8.0,,
82493,,,"('paid', 'yet')",6.0,,
82495,,,"('talk', 'customer')",9.0,,
82496,,,"('customer', 'just')",6.0,,
82516,,,"('lot', 'business')",8.0,,
82529,,,"('address', 'issue')",8.0,,
82544,,,,,"('decided', 'try', 'sushi')",11.0
82545,,,,,"('try', 'sushi', 'place')",10.0
82547,,,"('list', 'goes')",8.0,,
82559,,,,,"('didnt', 'like', 'anything')",6.0
82567,,,"('read', 'recent')",7.0,,
82573,,,"('say', 'well')",9.0,,
82589,,,"('still', 'brought')",8.0,"('sushi', 'whole', 'foods')",10.0
82606,,,"('put', 'wrong')",9.0,,
82614,,,"('customer', 'like')",18.0,,
